ward_no,ward_name,pop,area_km2_x,area_km2_y,lst_mean_earliest_satellite,lst_median_earliest_satellite,lst_max_earliest_satellite,lst_anom_mean_earliest_satellite,lst_anom_max_earliest_satellite,pct_extreme_heat_earliest_satellite,ndvi_mean_earliest_satellite,ndvi_median_earliest_satellite,pct_low_veg_earliest_satellite,mndwi_mean_earliest_satellite,pct_water_earliest_satellite,ndbi_mean_earliest_satellite,valid_obs_earliest_satellite,lst_mean_1990s,lst_median_1990s,lst_max_1990s,lst_anom_mean_1990s,lst_anom_max_1990s,pct_extreme_heat_1990s,ndvi_mean_1990s,ndvi_median_1990s,pct_low_veg_1990s,mndwi_mean_1990s,pct_water_1990s,ndbi_mean_1990s,valid_obs_1990s,lst_mean_present,lst_median_present,lst_max_present,lst_anom_mean_present,lst_anom_max_present,pct_extreme_heat_present,ndvi_mean_present,ndvi_median_present,pct_low_veg_present,mndwi_mean_present,pct_water_present,ndbi_mean_present,valid_obs_present,water_area_km2_present,lst_change_early_to_present,lst_change_1995_to_present,ndvi_change_early_to_present,ndvi_change_1995_to_present,water_change_early_to_present,water_change_1995_to_present,ndbi_change_early_to_present,veg_loss_early_to_present,water_loss_early_to_present,rank_hottest_now,rank_heat_increase,rank_veg_loss,rank_water_loss,rank_builtup_increase,combined_score,rank_combined,vulnerability,valid_pct_present,flag_small_ward,flag_low_data_present,flag_no_early_data,data_quality,lst_gain_1995_raw,present_lst_anomaly_raw,ndvi_loss_1995_raw,water_decline_1995_raw,ndbi_gain_1995_raw,lst_gain_1995_z,lst_gain_1995,present_lst_anomaly_z,present_lst_anomaly,ndvi_loss_1995_z,ndvi_loss_1995,water_decline_1995_z,water_decline_1995,ndbi_gain_1995_z,ndbi_gain_1995,ecological_stress_index,ecological_stress_rank,ecological_stress_category
15.0,T Dasarahalli,26050.0,0.88,0.882,37.6,37.66,40.54,0.26,3.2,0.0,0.219,0.202,48.5,-0.411,0.0,0.092,6.0,32.85,32.78,36.92,-2.32,1.74,0.0,0.262,0.248,14.0,-0.373,0.0,0.034,4.5,38.74,38.75,40.8,0.22,2.27,0.0,0.217,0.198,51.3,-0.305,0.0,0.026,27.0,0.0,1.09,5.97,-0.002,-0.045,0.0,0.0,-0.066,0.002,-0.0,77,133,11,27,56,0.341,58,High,91.0,True,False,False,small-ward,5.97,0.22,0.045,-0.0,-0.008000000000000004,1.456738395993762,0.9217171717171717,0.3054986004915084,0.6161616161616161,1.8474443305798818,0.9848484848484849,-0.0,0.5606060606060606,0.9558885962122996,0.8888888888888888,1.0109933944442515,7,Extreme combined stress
39.0,Chokkasandra,30117.0,4.0,4.012,38.63,38.69,43.47,1.29,6.13,10.7,0.238,0.215,42.4,-0.422,0.0,0.089,5.9,32.85,33.06,37.81,-2.33,2.63,0.0,0.306,0.28,7.0,-0.387,0.2,0.013,4.0,38.74,38.75,46.04,0.21,7.52,0.4,0.311,0.296,17.4,-0.354,0.63,-0.014,26.6,0.025,0.06,5.69,0.073,0.005,0.63,0.43,-0.103,-0.073,-0.63,77,169,89,177,125,-0.376,142,Moderate,89.0,False,False,False,ok,5.69,0.21,-0.005,-0.43,-0.027,1.2925988584170005,0.898989898989899,0.2954822529344097,0.6111111111111112,0.6781757669217288,0.7575757575757576,-0.28105520455535093,0.13383838383838384,0.397061416888186,0.696969696969697,0.5999121933462531,27,Heat + vegetation loss
41.0,Peenya Industrial Area,27467.0,5.59,5.6,39.07,39.26,43.63,1.73,6.29,6.8,0.184,0.175,71.5,-0.398,1.51,0.111,5.8,33.9,33.94,38.56,-1.27,3.38,0.0,0.252,0.244,18.4,-0.364,1.65,0.038,4.2,40.15,40.22,44.77,1.62,6.25,4.4,0.292,0.27,22.5,-0.352,0.34,0.011,26.0,0.019,0.96,6.28,0.108,0.04,-1.17,-1.31,-0.1,-0.108,1.17,12,138,154,8,123,0.247,73,High,87.0,False,False,False,ok,6.28,1.62,-0.04,1.31,-0.027,1.638464312596606,0.9444444444444444,1.7077872584853175,0.9444444444444444,-0.14031222763897833,0.44191919191919193,0.8562379487616506,0.9696969696969697,0.397061416888186,0.696969696969697,0.9930292047957252,8,Heat + water decline
70.0,Rajagopal Nagar,28604.0,2.18,2.165,40.48,40.64,43.63,3.14,6.3,23.1,0.187,0.183,77.4,-0.481,0.0,0.178,5.2,34.62,34.52,39.37,-0.55,4.2,0.2,0.227,0.226,18.8,-0.444,0.12,0.124,3.7,40.43,40.2,44.22,1.9,5.69,11.0,0.233,0.218,36.4,-0.33,0.0,0.033,24.1,0.0,-0.44,5.68,0.046,0.006,0.0,-0.12,-0.145,-0.046,-0.0,6,180,49,27,180,0.125,81,High,81.0,False,False,False,ok,5.68,1.9,-0.006,0.12,-0.091,1.286736732074973,0.8914141414141414,1.988244990084079,0.9722222222222222,0.6547903956485658,0.73989898989899,0.0784340105735863,0.898989898989899,-1.4853038187298808,0.09090909090909091,0.7035976255455766,22,Heat + water decline
71.0,Hegganahalli,30889.0,1.96,1.939,40.58,40.76,43.2,3.25,5.86,27.8,0.186,0.18,81.0,-0.481,0.0,0.173,5.0,34.99,34.94,38.64,-0.18,3.47,0.0,0.235,0.23,16.8,-0.439,0.0,0.11,4.6,40.37,40.06,44.28,1.84,5.75,8.1,0.205,0.193,56.1,-0.319,0.0,0.051,24.2,0.0,-0.7,5.12,0.019,-0.03,0.0,0.0,-0.122,-0.019,-0.0,8,187,23,27,156,0.176,76,High,81.0,False,False,False,ok,5.12,1.84,0.03,-0.0,-0.059000000000000004,0.9584576569214492,0.8131313131313131,1.9281469047414874,0.9646464646464646,1.4966637614824359,0.9318181818181818,-0.0,0.5606060606060606,-0.5441212009208476,0.3383838383838384,0.8908812501830924,13,Heat + vegetation loss
102.0,Vrisabhavathi Nagar,34339.0,0.99,0.994,37.41,37.88,39.6,0.07,2.26,0.0,0.214,0.192,57.5,-0.39,0.0,0.086,5.1,35.84,36.48,39.29,0.66,4.11,0.2,0.237,0.223,32.3,-0.358,0.0,0.044,4.2,39.73,39.62,43.82,1.2,5.29,3.3,0.197,0.179,66.5,-0.291,0.0,0.042,26.2,0.0,1.74,3.14,-0.017,-0.04,0.0,0.0,-0.044,0.017,-0.0,22,100,7,27,24,0.831,21,Severe,88.0,True,False,False,small-ward,3.14,1.2,0.04,-0.0,-0.001999999999999995,-0.20224335879993896,0.42424242424242425,1.2871006610871747,0.8939393939393939,1.7305174742140668,0.9696969696969697,-0.0,0.5606060606060606,1.1323603370514936,0.9242424242424242,0.7127046699779908,21,Extreme combined stress
43.0,Nandini Layout,34318.0,1.41,1.415,39.15,39.2,43.87,1.81,6.53,3.4,0.188,0.182,75.6,-0.448,0.0,0.152,5.3,34.2,34.07,38.09,-0.97,2.91,0.0,0.266,0.257,4.3,-0.416,0.0,0.068,4.0,37.57,37.74,40.91,-0.95,2.39,0.0,0.314,0.29,19.5,-0.319,0.0,-0.043,25.7,0.0,-1.46,3.67,0.126,0.048,0.0,0.0,-0.195,-0.126,-0.0,163,194,171,27,198,-1.253,193,Low,86.0,False,False,False,ok,3.67,-0.95,-0.048,-0.0,-0.111,0.10844933732750321,0.5404040404040404,-0.866414063689032,0.18434343434343434,-0.32739519782428284,0.3383838383838384,-0.0,0.5606060606060606,-2.073542954860527,0.025252525252525252,-0.517258494333491,160,Lower relative stress
44.0,Marappana Palya,34002.0,2.05,2.034,37.74,37.86,41.65,0.4,4.31,0.2,0.169,0.162,79.4,-0.341,0.0,0.088,5.0,35.89,36.0,39.51,0.72,4.33,0.2,0.239,0.236,28.4,-0.337,0.0,0.029,4.7,39.1,38.92,43.99,0.57,5.46,2.9,0.286,0.266,25.4,-0.334,0.0,-0.002,26.1,0.0,1.06,2.92,0.117,0.047,0.0,0.0,-0.09,-0.117,-0.0,55,134,165,27,95,-0.171,118,Moderate,88.0,False,False,False,ok,2.92,0.57,-0.047,-0.0,-0.031,-0.3312101383245378,0.35858585858585856,0.6560707649899605,0.7247474747474747,-0.30400982655111974,0.35858585858585856,-0.0,0.5606060606060606,0.27941358966205687,0.6338383838383839,0.01296118463971535,94,Lower relative stress
67.0,Nagapura,35553.0,1.79,1.793,36.1,35.94,41.26,-1.23,3.92,0.0,0.209,0.203,46.8,-0.336,0.0,0.055,5.2,32.99,32.99,38.7,-2.18,3.53,0.0,0.274,0.267,9.8,-0.322,0.0,-0.008,3.7,37.21,37.25,39.27,-1.32,0.74,0.0,0.301,0.275,16.1,-0.313,0.0,-0.039,26.5,0.0,1.31,4.26,0.092,0.027,0.0,0.0,-0.094,-0.092,-0.0,177,125,123,27,109,-0.455,153,Low,89.0,False,False,False,ok,4.26,-1.32,-0.027,-0.0,-0.031,0.4543147915071087,0.6565656565656566,-1.2370189233016815,0.1111111111111111,0.1636975989121415,0.5555555555555556,-0.0,0.5606060606060606,0.27941358966205687,0.6338383838383839,-0.036457788976466864,102,Lower relative stress
68.0,Mahalakshimpuram,35976.0,0.95,0.945,36.82,36.88,41.56,-0.52,4.22,0.2,0.187,0.183,71.9,-0.383,0.0,0.103,5.3,32.69,32.91,36.45,-2.49,1.27,0.0,0.239,0.234,16.8,-0.349,0.0,0.034,3.6,37.5,37.65,38.72,-1.03,0.2,0.0,0.261,0.238,27.4,-0.289,0.0,-0.023,25.8,0.0,0.77,4.74,0.074,0.022,0.0,0.0,-0.126,-0.074,-0.0,165,146,91,27,161,-0.433,151,Low,87.0,True,False,False,small-ward,4.74,-1.03,-0.022,-0.0,-0.057,0.7356968559244151,0.7348484848484849,-0.9465448441458211,0.1717171717171717,0.2806244552779568,0.6085858585858586,-0.0,0.5606060606060606,-0.4852972873077829,0.3611111111111111,0.014730385907584242,93,Lower relative stress
74.0,Shakthi Ganapathi Nagar,34530.0,0.7,0.701,37.09,37.11,40.25,-0.25,2.91,0.0,0.177,0.176,80.4,-0.379,0.0,0.106,5.0,34.01,34.28,39.52,-1.17,4.34,0.1,0.224,0.22,30.0,-0.354,0.0,0.049,4.0,38.12,38.24,40.06,-0.4,1.53,0.0,0.232,0.213,42.4,-0.289,0.0,0.004,26.0,0.0,1.13,3.96,0.055,0.008,0.0,0.0,-0.102,-0.055,-0.0,123,131,64,27,124,-0.087,107,Moderate,87.0,True,False,False,small-ward,3.96,-0.4,-0.008,-0.0,-0.045,0.2784510012462924,0.6111111111111112,-0.3155149480486071,0.3888888888888889,0.6080196531022396,0.7171717171717171,-0.0,0.5606060606060606,-0.13235380562939525,0.45202020202020204,0.12218317054020494,81,Lower relative stress
75.0,Shankar Matt,35679.0,1.08,1.084,37.26,37.31,40.44,-0.07,3.1,0.0,0.187,0.182,75.9,-0.401,0.0,0.116,5.5,33.88,34.09,38.68,-1.29,3.5,0.0,0.245,0.238,14.5,-0.37,0.0,0.045,4.0,37.64,37.68,39.5,-0.89,0.97,0.0,0.24,0.221,34.0,-0.285,0.0,-0.008,26.3,0.0,0.37,3.59,0.053,-0.005,0.0,0.0,-0.124,-0.053,-0.0,159,162,61,27,159,-0.398,146,Moderate,88.0,False,False,False,ok,3.59,-0.89,0.005,-0.0,-0.053,0.06155232659128547,0.5303030303030303,-0.8063159783464402,0.20202020202020202,0.9120294796533593,0.8181818181818182,-0.0,0.5606060606060606,-0.3676494600816536,0.3888888888888889,-0.015539020773478546,98,Ecological loss signal
35.0,Aramane Nagara,30397.0,7.47,7.47,35.98,36.05,43.48,-1.36,6.15,1.7,0.263,0.24,32.5,-0.38,1.09,0.043,5.2,32.66,32.41,43.31,-2.52,8.13,3.4,0.34,0.327,7.7,-0.372,1.13,-0.027,4.0,35.99,35.82,45.29,-2.53,6.76,2.1,0.453,0.469,8.8,-0.378,1.57,-0.118,26.0,0.117,-0.23,3.41,0.19,0.113,0.48,0.44,-0.161,-0.19,-0.48,197,178,197,173,191,-1.703,197,Low,87.0,False,False,False,ok,3.41,-2.53,-0.113,-0.44,-0.091,-0.0439659475652042,0.4772727272727273,-2.448996977710616,0.010101010101010102,-1.8474443305798818,0.04040404040404041,-0.2875913721031498,0.12373737373737374,-1.4853038187298808,0.09090909090909091,-1.1384123245526154,196,Lower relative stress
36.0,Mattikere,35882.0,0.91,0.951,35.35,35.47,38.8,-1.99,1.46,0.0,0.238,0.198,50.8,-0.357,0.0,0.04,5.5,31.68,31.53,33.68,-3.5,-1.49,0.0,0.287,0.264,4.2,-0.347,0.0,-0.004,3.8,37.93,38.06,39.58,-0.59,1.05,0.0,0.258,0.238,27.8,-0.313,0.0,-0.004,26.1,0.0,2.59,6.53,0.02,-0.029,0.0,0.0,-0.044,-0.02,-0.0,144,50,25,27,24,0.42,50,High,88.0,True,False,False,small-ward,6.53,-0.59,0.029,-0.0,0.0,1.7850174711472864,0.9595959595959596,-0.5058255516334811,0.2777777777777778,1.473278390209273,0.9217171717171717,-0.0,0.5606060606060606,1.191184250664558,0.9419191919191919,0.9076734466590279,11,Extreme combined stress
45.0,Malleswaram,36321.0,1.81,1.756,35.46,35.24,43.47,-1.87,6.13,2.3,0.23,0.218,42.8,-0.324,0.0,0.024,5.3,32.51,32.21,41.6,-2.67,6.42,1.5,0.3,0.297,12.0,-0.328,0.0,-0.028,3.6,37.68,37.06,45.85,-0.85,7.32,2.8,0.363,0.34,14.9,-0.359,0.0,-0.048,25.7,0.0,1.82,4.85,0.133,0.063,0.0,0.0,-0.072,-0.133,-0.0,158,98,178,27,65,-0.408,148,Moderate,86.0,False,False,False,ok,4.85,-0.85,-0.063,-0.0,-0.02,0.8001802456867142,0.7550505050505051,-0.7662505881180456,0.20707070707070707,-0.6781757669217288,0.23484848484848486,-0.0,0.5606060606060606,0.6029451145339121,0.7752525252525253,0.04161056987814618,90,Heat + built-up expansion
64.0,Rajamahal Guttahalli,33964.0,0.73,0.723,34.3,34.14,37.18,-3.04,-0.16,0.0,0.208,0.183,59.2,-0.315,0.0,0.038,5.2,34.78,34.81,38.48,-0.4,3.3,0.0,0.261,0.253,22.9,-0.299,0.0,-0.015,3.1,37.41,37.5,39.38,-1.12,0.86,0.0,0.306,0.256,25.0,-0.322,0.0,-0.039,26.6,0.0,3.36,2.69,0.098,0.045,0.0,0.0,-0.077,-0.098,-0.0,172,12,133,27,73,0.1,86,High,89.0,True,False,False,small-ward,2.69,-1.12,-0.045,-0.0,-0.024,-0.46603904419116365,0.29797979797979796,-1.036691972159709,0.13636363636363635,-0.25723908400479356,0.39141414141414144,-0.0,0.5606060606060606,0.4852972873077829,0.7348484848484849,-0.3258033313940822,143,Lower relative stress
65.0,Kadu Malleshwar Ward,34053.0,1.36,1.364,33.85,33.96,37.61,-3.49,0.27,0.0,0.236,0.227,33.5,-0.315,0.0,0.018,5.1,32.88,32.78,38.74,-2.29,3.56,0.0,0.279,0.274,12.0,-0.303,0.0,-0.027,2.9,37.28,37.23,40.58,-1.25,2.06,0.0,0.32,0.302,14.3,-0.328,0.0,-0.046,25.8,0.0,3.27,4.45,0.084,0.041,0.0,0.0,-0.064,-0.084,-0.0,175,13,109,27,54,0.113,84,High,87.0,False,False,False,ok,4.45,-1.25,-0.041,-0.0,-0.019,0.565695192005626,0.6767676767676768,-1.1669044904019912,0.12121212121212122,-0.16369759891214142,0.4217171717171717,-0.0,0.5606060606060606,0.6323570713404444,0.7878787878787878,-0.001558299560072085,96,Ecological loss signal
66.0,Subramanya Nagar,34883.0,0.94,0.942,35.47,35.01,40.9,-1.87,3.56,0.0,0.21,0.195,55.2,-0.316,0.0,0.039,5.3,33.7,33.68,39.64,-1.48,4.46,0.2,0.265,0.251,17.8,-0.316,0.0,-0.002,3.5,37.84,37.73,44.1,-0.69,5.57,1.2,0.26,0.228,36.1,-0.293,0.19,-0.018,25.9,0.002,2.72,4.05,0.05,-0.005,0.19,0.19,-0.057,-0.05,-0.19,147,41,56,164,45,0.257,72,High,87.0,True,False,False,small-ward,4.05,-0.69,0.005,-0.19,-0.016,0.3312101383245373,0.6262626262626263,-0.6059890272044675,0.26262626262626265,0.9120294796533593,0.8181818181818182,-0.12418718340817832,0.17676767676767677,0.7205929417600413,0.8106060606060606,0.250031995739919,64,Ecological loss signal
76.0,Gayithri Nagar,35389.0,0.64,0.646,35.49,35.55,37.79,-1.85,0.45,0.0,0.173,0.163,79.6,-0.313,0.0,0.067,5.2,34.67,34.56,39.64,-0.5,4.47,0.7,0.21,0.198,52.2,-0.291,0.0,0.028,2.4,38.69,38.74,40.62,0.16,2.1,0.0,0.227,0.201,48.7,-0.295,0.0,0.015,26.6,0.0,3.19,4.18,0.054,0.017,0.0,0.0,-0.052,-0.054,-0.0,80,16,62,27,35,0.595,34,Severe,89.0,True,False,False,small-ward,4.18,0.16,-0.017,-0.0,-0.013000000000000001,0.40741778077089097,0.6464646464646465,0.24540051514891656,0.5934343434343434,0.39755131164377205,0.6691919191919192,-0.0,0.5606060606060606,0.8088288121796381,0.8434343434343434,0.3721400214167507,51,Ecological loss signal
18.0,Radhakrishna Temple Ward,26211.0,1.95,1.949,36.63,36.48,40.37,-0.71,3.03,0.0,0.207,0.192,56.3,-0.391,0.0,0.09,5.6,31.02,31.09,34.81,-4.16,-0.37,0.0,0.294,0.289,1.5,-0.358,0.0,-0.0,3.9,36.47,36.43,40.04,-2.06,1.51,0.0,0.347,0.327,9.5,-0.339,0.0,-0.066,27.7,0.0,-0.05,5.34,0.14,0.053,0.0,0.0,-0.156,-0.14,-0.0,194,173,182,27,187,-1.233,192,Low,93.0,False,False,False,ok,5.34,-2.06,-0.053,-0.0,-0.066,1.0874244364460477,0.8434343434343434,-1.9782286425269806,0.025252525252525252,-0.44432205419009807,0.29545454545454547,-0.0,0.5606060606060606,-0.7500048985665736,0.25757575757575757,-0.27078354319458753,135,Lower relative stress
19.0,Sanjaya Nagar,24178.0,1.54,1.54,36.91,36.9,40.63,-0.42,3.29,0.0,0.209,0.194,56.3,-0.417,0.0,0.106,5.5,31.57,31.47,34.85,-3.61,-0.33,0.0,0.286,0.278,2.3,-0.377,0.0,0.018,3.7,37.18,37.14,40.57,-1.35,2.05,0.0,0.324,0.308,10.0,-0.341,0.0,-0.044,28.0,0.0,0.24,5.67,0.115,0.038,0.0,0.0,-0.15,-0.115,-0.0,178,164,163,27,184,-0.855,182,Low,94.0,False,False,False,ok,5.67,-1.35,-0.038,-0.0,-0.062,1.2808746057329459,0.8838383838383839,-1.2670679659729776,0.10353535353535354,-0.09354148509265217,0.4797979797979798,-0.0,0.5606060606060606,-0.6323570713404443,0.31565656565656564,0.017286930805691172,91,Lower relative stress
20.0,Ganga Nagar,26256.0,2.26,2.262,36.43,36.12,41.62,-0.91,4.28,0.1,0.244,0.229,36.3,-0.397,0.12,0.068,5.5,32.06,32.06,37.3,-3.11,2.12,0.0,0.309,0.299,5.6,-0.377,0.08,0.002,3.4,38.07,38.04,43.45,-0.46,4.92,0.8,0.374,0.37,9.5,-0.388,0.0,-0.042,27.6,0.0,1.92,5.98,0.13,0.065,-0.12,-0.08,-0.11,-0.13,0.12,128,90,175,19,139,-0.255,131,Moderate,93.0,False,False,False,ok,5.98,-0.46,-0.065,0.08,-0.044000000000000004,1.4626005223357896,0.9292929292929293,-0.37561303339119884,0.35353535353535354,-0.724946509468055,0.21212121212121213,0.05228934038239087,0.8888888888888888,-0.10294184882286313,0.4595959595959596,0.21107037186281524,72,Heat + water decline
21.0,Hebbala,24161.0,1.23,1.229,36.63,36.56,41.2,-0.71,3.87,0.0,0.219,0.203,47.0,-0.394,0.0,0.08,4.8,33.01,32.88,37.12,-2.17,1.94,0.0,0.275,0.265,5.0,-0.361,0.15,0.014,3.8,38.38,38.39,41.32,-0.15,2.8,0.0,0.294,0.262,22.0,-0.334,0.0,-0.019,26.1,0.0,1.83,5.51,0.075,0.019,0.0,-0.15,-0.099,-0.075,-0.0,102,97,93,27,120,0.058,88,High,88.0,False,False,False,ok,5.51,-0.15,-0.019,0.15,-0.033,1.1870805842605103,0.8737373737373737,-0.06510625912114114,0.4898989898989899,0.350780569097446,0.6414141414141414,0.09804251321698289,0.9090909090909091,0.2205896760489922,0.6035353535353535,0.46105386566331036,44,Heat + water decline
22.0,Vishwanath Nagenahalli,25697.0,1.47,1.484,37.65,37.58,42.66,0.31,5.32,2.2,0.202,0.181,60.9,-0.423,0.0,0.113,5.6,34.27,34.24,40.36,-0.91,5.18,1.0,0.251,0.238,19.0,-0.396,0.0,0.064,4.2,39.09,39.0,41.25,0.57,2.72,0.0,0.219,0.206,44.8,-0.304,0.0,0.025,26.7,0.0,1.42,4.76,0.017,-0.032,0.0,0.0,-0.088,-0.017,-0.0,56,121,21,27,90,0.42,50,High,90.0,False,False,False,ok,4.76,0.57,0.032,-0.0,-0.039,0.7474211086084693,0.7474747474747475,0.6560707649899605,0.7247474747474747,1.543434504028762,0.9393939393939394,-0.0,0.5606060606060606,0.04411793520979848,0.5227272727272727,0.6707450766677551,23,Ecological loss signal
33.0,Manorayanapalya,34777.0,0.81,0.811,35.89,35.74,39.93,-1.45,2.59,0.0,0.203,0.185,62.3,-0.377,0.0,0.078,4.9,33.61,33.3,38.06,-1.57,2.88,0.0,0.243,0.234,16.6,-0.348,0.0,0.03,4.1,38.69,38.98,40.48,0.16,1.95,0.0,0.218,0.193,54.9,-0.302,0.0,0.026,25.8,0.0,3.24,5.68,0.015,-0.025,0.0,0.0,-0.052,-0.015,-0.0,80,14,18,27,35,0.802,23,Severe,87.0,True,False,False,small-ward,5.68,0.16,0.025,-0.0,-0.004,1.286736732074973,0.8914141414141414,0.24540051514891656,0.5934343434343434,1.3797369051166206,0.9090909090909091,-0.0,0.5606060606060606,1.073536423438429,0.9015151515151515,0.8720789671913637,15,Extreme combined stress
34.0,Gangenahalli,24954.0,1.09,1.094,35.31,35.3,39.16,-2.02,1.82,0.0,0.227,0.198,50.8,-0.357,0.0,0.046,5.1,34.0,33.84,38.15,-1.18,2.97,0.0,0.281,0.254,16.7,-0.332,0.0,-0.013,3.8,36.85,36.87,40.06,-1.67,1.53,0.0,0.409,0.397,13.3,-0.366,0.0,-0.091,26.1,0.0,1.57,3.03,0.182,0.128,0.0,0.0,-0.137,-0.182,-0.0,188,109,195,27,170,-0.922,185,Low,88.0,False,False,False,ok,3.03,-1.67,-0.128,-0.0,-0.078,-0.2667267485622385,0.3888888888888889,-1.5875910878001338,0.05808080808080808,-2.198224899677328,0.015151515151515152,-0.0,0.5606060606060606,-1.1029483802449611,0.1717171717171717,-1.002623479100908,190,Lower relative stress
46.0,Jayachamarajendra Nagar,30743.0,0.89,0.892,35.41,35.18,39.88,-1.93,2.54,0.0,0.218,0.198,51.8,-0.356,0.0,0.053,5.6,33.17,32.95,41.26,-2.0,6.08,1.3,0.259,0.251,17.4,-0.339,0.0,0.013,3.8,37.73,37.69,40.4,-0.8,1.87,0.0,0.307,0.266,26.4,-0.332,0.0,-0.03,25.0,0.0,2.51,4.74,0.089,0.048,0.0,0.0,-0.083,-0.089,-0.0,151,57,116,27,83,0.003,97,High,84.0,True,False,False,small-ward,4.74,-0.8,-0.048,-0.0,-0.043,0.7356968559244151,0.7348484848484849,-0.7161688503325525,0.2398989898989899,-0.32739519782428284,0.3383838383838384,-0.0,0.5606060606060606,-0.0735298920163306,0.4772727272727273,0.0009667633435078652,95,Lower relative stress
31.0,Kushal Nagar,34046.0,0.65,0.645,35.89,35.94,38.32,-1.44,0.98,0.0,0.18,0.162,74.0,-0.367,0.0,0.095,5.4,35.05,35.17,39.15,-0.12,3.98,0.0,0.197,0.185,61.6,-0.34,0.0,0.061,3.8,40.13,40.15,42.18,1.6,3.65,0.0,0.192,0.177,72.9,-0.305,0.0,0.058,27.1,0.0,4.21,4.98,0.012,-0.005,0.0,0.0,-0.037,-0.012,-0.0,13,3,17,27,20,1.43,3,Severe,91.0,True,False,False,small-ward,4.98,1.6,0.005,-0.0,-0.0029999999999999957,0.8763878881330684,0.7828282828282829,1.6877545633711202,0.9393939393939394,0.9120294796533593,0.8181818181818182,-0.0,0.5606060606060606,1.1029483802449613,0.9191919191919192,0.9483154320815607,9,Extreme combined stress
32.0,Kaval Bairasandra,26550.0,1.59,1.587,37.08,37.12,41.96,-0.25,4.62,0.9,0.196,0.178,66.5,-0.406,0.0,0.108,5.6,35.87,36.05,42.31,0.7,7.14,7.6,0.237,0.228,25.8,-0.377,0.0,0.057,3.9,38.5,38.5,41.18,-0.03,2.65,0.0,0.267,0.237,30.8,-0.32,0.0,-0.005,27.4,0.0,1.38,2.45,0.071,0.03,0.0,0.0,-0.113,-0.071,-0.0,96,122,86,27,142,-0.009,99,High,92.0,False,False,False,ok,2.45,-0.03,-0.03,-0.0,-0.062,-0.6067300763998167,0.25757575757575757,0.05508991156404249,0.5202020202020202,0.09354148509265232,0.5404040404040404,-0.0,0.5606060606060606,-0.6323570713404443,0.31565656565656564,-0.24714630428967266,128,Lower relative stress
47.0,Devara Jeevanahalli,33483.0,1.37,1.367,36.35,36.38,40.68,-0.99,3.34,0.0,0.248,0.224,39.3,-0.394,0.0,0.054,5.8,35.68,35.36,44.91,0.5,9.73,17.3,0.296,0.288,23.4,-0.379,0.0,0.008,3.5,38.13,37.86,42.7,-0.4,4.17,0.1,0.4,0.393,15.6,-0.391,0.0,-0.062,25.4,0.0,1.48,2.5,0.152,0.104,0.0,0.0,-0.116,-0.152,-0.0,120,116,188,27,146,-0.479,154,Low,85.0,False,False,False,ok,2.5,-0.4,-0.104,-0.0,-0.07,-0.5774194446896806,0.26262626262626265,-0.3155149480486071,0.3888888888888889,-1.6369759891214142,0.050505050505050504,-0.0,0.5606060606060606,-0.8676527257927029,0.23232323232323232,-0.6938719297098139,175,Lower relative stress
48.0,Muneshwara Nagar,30508.0,0.48,0.481,36.3,36.33,37.94,-1.04,0.6,0.0,0.185,0.162,71.1,-0.367,0.0,0.09,5.5,37.16,37.15,40.76,1.99,5.58,10.5,0.196,0.18,64.3,-0.348,0.0,0.066,4.0,40.3,40.26,42.01,1.77,3.48,0.0,0.212,0.186,57.7,-0.324,0.0,0.054,25.6,0.0,3.93,3.11,0.027,0.016,0.0,0.0,-0.036,-0.027,-0.0,9,4,31,27,19,1.325,6,Severe,86.0,True,False,False,small-ward,3.11,1.77,-0.016,-0.0,-0.012000000000000004,-0.21982973782602075,0.40404040404040403,1.8580324718417969,0.9595959595959596,0.42093668291693515,0.6843434343434344,-0.0,0.5606060606060606,0.8382407689861704,0.8535353535353535,0.5155810249518658,34,Heat + built-up expansion
60.0,Sagayarapuram,34874.0,0.77,0.77,35.57,35.92,39.49,-1.77,2.15,0.0,0.221,0.198,50.6,-0.347,0.0,0.044,4.4,36.86,37.06,41.68,1.68,6.51,6.1,0.246,0.216,44.6,-0.329,0.0,0.012,4.6,38.24,38.75,41.18,-0.29,2.66,0.0,0.3,0.252,33.3,-0.341,0.0,-0.018,25.8,0.0,2.83,1.69,0.079,0.054,0.0,0.0,-0.062,-0.079,-0.0,111,37,102,27,50,0.264,70,High,87.0,True,False,False,small-ward,1.69,-0.29,-0.054,-0.0,-0.03,-1.052251678393885,0.13131313131313133,-0.20533512492052203,0.4444444444444444,-0.46770742546326116,0.28535353535353536,-0.0,0.5606060606060606,0.3088255464685892,0.648989898989899,-0.40396018162463376,152,Lower relative stress
